Airline,Date_of_Journey,Source,Destination,Route,Additional_Info,Price,Duration_in_mins,Month_of_Journey,Dep_Time_in_htclass,Day_of_Journey,Totalno_Stops
Air India,12/03/2019,Mumbai,Hyderabad,BOM ? MAA ? HYD,No Info,6901,880,December,early morning,Tuesday,1
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? HYD ? COK,In-flight meal not included,5999,465,March,afternoon,Thursday,1
Vistara,09/04/2019,Banglore,Delhi,BLR ? DEL,No Info,5403,170,September,night,Wednesday,0
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,No Info,13014,810,December,early morning,Friday,2
Jet Airways,06/05/2019,Mumbai,Hyderabad,BOM ? HYD,In-flight meal not included,4995,85,June,early morning,Wednesday,0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,13941,1545,May,early morning,Tuesday,1
Jet Airways,03/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,In-flight meal not included,11507,1295,March,night,Wednesday,2
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12192,660,June,late morning,Saturday,1
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7198,450,May,evening,Monday,1
IndiGo,21/06/2019,Delhi,Cochin,DEL ? COK,No Info,5000,195,June,afternoon,Friday,0
SpiceJet,03/04/2019,Kolkata,Banglore,CCU ? BLR,No check-in baggage included,3841,155,March,early morning,Monday,0
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12347,350,March,noon,Thursday,1
Vistara,15/06/2019,Chennai,Kolkata,MAA ? CCU,No Info,11982,140,June,evening,Saturday,0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,16736,700,June,night,Monday,1
IndiGo,15/04/2019,Kolkata,Banglore,CCU ? BLR,No Info,4174,155,April,evening,Monday,0
SpiceJet,27/06/2019,Kolkata,Banglore,CCU ? BLR,No check-in baggage included,3841,145,June,late morning,Thursday,0
Jet Airways,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,17024,1440,June,night,Monday,1
IndiGo,24/05/2019,Banglore,Delhi,BLR ? DEL,No Info,3943,180,May,night,Friday,0
IndiGo,03/06/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6442,635,March,late morning,Wednesday,1
Air India,09/03/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,No Info,11762,2170,September,early morning,Tuesday,2
SpiceJet,24/04/2019,Kolkata,Banglore,CCU ? BLR,No Info,4174,145,April,late morning,Wednesday,0
IndiGo,18/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,155,June,early morning,Tuesday,0
Multiple carriers,06/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13377,690,June,afternoon,Thursday,1
Jet Airways,01/04/2019,Banglore,Delhi,BLR ? DEL,No Info,7229,175,January,late morning,Friday,0
IndiGo,15/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,8855,170,March,night,Friday,0
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7741,535,June,late morning,Thursday,1
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,22270,315,January,late morning,Thursday,1
Multiple carriers,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7740,735,March,late morning,Wednesday,1
Air India,09/06/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,No Info,14960,1600,September,late morning,Friday,2
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12032,535,March,late morning,Wednesday,1
Air India,06/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,5462,80,June,night,Monday,0
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12347,1385,March,night,Thursday,1
Air India,27/03/2019,Chennai,Kolkata,MAA ? CCU,No Info,3145,135,March,late morning,Wednesday,0
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,In-flight meal not included,7832,520,March,late morning,Thursday,1
IndiGo,21/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,150,June,afternoon,Friday,0
IndiGo,09/03/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,10482,305,September,midnight,Tuesday,1
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,12373,1015,May,late morning,Saturday,1
Multiple carriers,03/03/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,10478,915,March,early morning,Sunday,1
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,In-flight meal not included,13029,1125,May,late morning,Saturday,2
Air India,21/03/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,6482,1255,March,noon,Thursday,1
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,15554,600,May,late morning,Saturday,1
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,11789,615,December,late morning,Friday,1
IndiGo,24/03/2019,Kolkata,Banglore,CCU ? IXA ? BLR,No Info,9413,340,March,afternoon,Sunday,1
Air India,09/06/2019,Kolkata,Banglore,CCU ? GAU ? BLR,No Info,7662,1700,September,evening,Friday,1
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7888,390,May,night,Tuesday,1
Air Asia,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,5192,955,May,early morning,Wednesday,1
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,6007,640,June,late morning,Monday,1
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,12898,1595,May,late morning,Monday,1
Air India,18/03/2019,Banglore,New Delhi,BLR ? BOM ? NAG ? DEL,No Info,11885,1545,March,late morning,Monday,2
Vistara,24/03/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,14360,355,March,evening,Sunday,1
Air India,12/05/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,No Info,14330,1185,December,evening,Thursday,2
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6076,555,March,noon,Wednesday,1
SpiceJet,01/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,4622,160,January,early morning,Thursday,0
Jet Airways,09/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14388,665,September,night,Thursday,1
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,9794,615,May,late morning,Tuesday,1
IndiGo,03/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,150,March,afternoon,Wednesday,0
Jet Airways,09/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,9663,450,September,night,Thursday,1
GoAir,09/05/2019,Delhi,Cochin,DEL ? AMD ? COK,No Info,5842,370,September,early morning,Thursday,1
Multiple carriers,03/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,15603,510,March,early morning,Sunday,1
IndiGo,03/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,5618,165,March,night,Sunday,0
IndiGo,03/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,6565,155,March,afternoon,Sunday,0
SpiceJet,15/04/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,5221,295,April,evening,Monday,1
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,In-flight meal not included,10368,560,June,late morning,Thursday,2
Air India,24/06/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,7480,765,June,night,Monday,1
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,No Info,13882,1490,December,late morning,Friday,2
IndiGo,24/06/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6442,560,June,early morning,Monday,1
IndiGo,24/06/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,175,June,early morning,Monday,0
SpiceJet,21/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,3873,150,May,evening,Tuesday,0
Jet Airways,01/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,12121,1075,January,evening,Saturday,1
Air India,24/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,5510,150,June,afternoon,Monday,0
Jet Airways,06/04/2019,Banglore,Delhi,BLR ? DEL,No Info,7229,180,June,late morning,Tuesday,0
Jet Airways,09/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10577,1010,September,night,Friday,1
Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,8040,90,March,late morning,Wednesday,0
Jet Airways,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14714,360,March,noon,Wednesday,1
Jet Airways,09/06/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,7229,165,September,early morning,Friday,0
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,No Info,6653,855,March,early morning,Thursday,2
IndiGo,24/06/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6442,665,June,early morning,Monday,1
IndiGo,12/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,160,December,night,Thursday,0
Air India,09/05/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,No Info,9417,1210,September,noon,Thursday,2
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1495,May,evening,Friday,1
Jet Airways,12/05/2019,Banglore,Delhi,BLR ? DEL,No Info,7229,180,December,evening,Thursday,0
Jet Airways,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,15400,590,June,late morning,Monday,1
IndiGo,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6416,750,June,late morning,Saturday,1
Air India,03/04/2019,Banglore,Delhi,BLR ? DEL,No Info,5176,170,March,noon,Monday,0
IndiGo,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,9264,575,March,evening,Thursday,1
Multiple carriers,06/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13587,720,June,late morning,Thursday,1
SpiceJet,01/05/2019,Chennai,Kolkata,MAA ? CCU,No Info,3597,135,January,late morning,Saturday,0
Air Asia,27/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4282,170,April,early morning,Saturday,0
Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM ? HYD,In-flight meal not included,4995,85,June,early morning,Thursday,0
Jet Airways,06/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,590,June,early morning,Wednesday,1
Jet Airways,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14714,885,January,night,Sunday,1
Jet Airways,06/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14571,730,June,night,Thursday,1
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,In-flight meal not included,7832,1425,March,late morning,Thursday,1
Jet Airways,01/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,11467,1295,January,night,Friday,1
Jet Airways,09/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,10953,1075,September,evening,Thursday,1
IndiGo,09/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,4148,160,September,night,Tuesday,0
SpiceJet,09/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,3873,145,September,late morning,Thursday,0
Air Asia,27/03/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,6151,330,March,evening,Wednesday,1
Vistara,12/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,No Info,12080,850,December,late morning,Tuesday,1
Jet Airways,09/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,13584,845,September,night,Thursday,1
IndiGo,06/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6979,845,June,late morning,Wednesday,1
Air Asia,09/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,4482,165,September,night,Tuesday,0
IndiGo,01/04/2019,Kolkata,Banglore,CCU ? NAG ? BLR,No Info,6284,325,January,evening,Friday,1
IndiGo,24/05/2019,Kolkata,Banglore,CCU ? BBI ? BLR,No Info,4226,220,May,night,Friday,1
IndiGo,09/03/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6442,570,September,early morning,Tuesday,1
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,12373,520,May,night,Saturday,1
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BDQ ? DEL,No Info,11297,550,December,early morning,Tuesday,1
Air India,24/05/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,No Info,14083,920,May,late morning,Friday,2
Jet Airways,03/06/2019,Delhi,Cochin,DEL ? COK,In-flight meal not included,7202,195,March,late morning,Wednesday,0
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,11667,590,March,late morning,Thursday,1
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1400,May,evening,Friday,1
Air India,15/03/2019,Banglore,New Delhi,BLR ? MAA ? DEL,No Info,5932,1265,March,late morning,Friday,1
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,9001,630,June,late morning,Monday,1
Jet Airways,06/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,In-flight meal not included,13469,395,June,evening,Thursday,1
IndiGo,15/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2227,90,June,night,Saturday,0
IndiGo,15/05/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,5636,315,May,early morning,Wednesday,1
Multiple carriers,06/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,No Info,15965,625,June,afternoon,Thursday,2
IndiGo,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,5054,305,June,night,Monday,1
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? HYD ? COK,In-flight meal not included,5999,540,March,early morning,Thursday,1
IndiGo,01/05/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,175,January,early morning,Saturday,0
SpiceJet,12/06/2019,Kolkata,Banglore,CCU ? KNU ? BLR,No Info,8479,435,December,late morning,Friday,1
Vistara,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,8452,930,May,early morning,Wednesday,1
Jet Airways,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14924,660,March,late morning,Wednesday,1
Air India,03/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,No Info,10441,1410,March,night,Wednesday,2
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7485,900,May,early morning,Tuesday,1
Jet Airways,06/06/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,6478,180,June,late morning,Thursday,0
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,No Info,15129,1775,May,noon,Monday,2
IndiGo,01/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,No Info,3809,265,January,night,Saturday,1
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,1 Long layover,18581,660,June,late morning,Monday,1
IndiGo,09/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,5224,155,September,night,Friday,0
IndiGo,09/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,8330,500,September,evening,Thursday,1
Air India,09/06/2019,Banglore,Delhi,BLR ? DEL,No Info,6961,165,September,late morning,Friday,0
Jet Airways,09/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,660,September,late morning,Friday,1
IndiGo,21/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2754,90,June,midnight,Friday,0
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13727,630,May,afternoon,Saturday,1
GoAir,27/04/2019,Banglore,Delhi,BLR ? DEL,No Info,3898,165,April,night,Saturday,0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,In-flight meal not included,11087,810,December,night,Tuesday,1
Air Asia,06/04/2019,Banglore,Delhi,BLR ? DEL,No Info,3383,170,June,night,Tuesday,0
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12557,1520,March,evening,Thursday,1
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? IXC ? BOM ? COK,In-flight meal not included,8273,1325,March,early morning,Thursday,2
Air India,12/03/2019,Mumbai,Hyderabad,BOM ? RPR ? VTZ ? HYD,No Info,9736,545,December,late morning,Tuesday,2
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1530,June,evening,Monday,1
Jet Airways,09/04/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,No Info,11664,810,September,early morning,Wednesday,2
IndiGo,01/05/2019,Banglore,Delhi,BLR ? DEL,No Info,4591,170,January,night,Saturday,0
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,In-flight meal not included,13502,305,March,afternoon,Monday,1
Air India,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,8372,375,June,noon,Thursday,1
Air India,21/04/2019,Banglore,Delhi,BLR ? DEL,No Info,6121,165,April,early morning,Sunday,0
Vistara,21/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,5613,155,March,evening,Thursday,0
IndiGo,06/04/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,5298,320,June,early morning,Tuesday,1
Jet Airways,09/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,15764,1050,September,midnight,Tuesday,1
Air Asia,15/06/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,6253,870,June,early morning,Saturday,1
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,8586,375,May,early morning,Saturday,1
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? IXC ? BOM ? COK,No Info,12273,1325,March,early morning,Wednesday,2
IndiGo,15/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2227,90,May,night,Wednesday,0
Jet Airways,12/06/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,5769,180,December,night,Friday,0
Vistara,18/04/2019,Delhi,Cochin,DEL ? COK,No Info,6216,190,April,afternoon,Thursday,0
IndiGo,03/06/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,6386,345,March,midnight,Wednesday,1
Multiple carriers,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,16108,555,January,late morning,Sunday,1
SpiceJet,24/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,3873,140,May,night,Friday,0
IndiGo,09/04/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6270,895,September,late morning,Wednesday,1
Air India,12/04/2019,Banglore,Delhi,BLR ? DEL,No Info,5911,170,December,night,Wednesday,0
Multiple carriers,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,15077,605,June,late morning,Monday,1
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,31825,890,January,night,Thursday,1
SpiceJet,06/05/2019,Kolkata,Banglore,CCU ? KNU ? BLR,No Info,8479,435,June,late morning,Wednesday,1
Vistara,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,9397,1555,December,early morning,Thursday,1
Jet Airways,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1655,March,late morning,Wednesday,1
IndiGo,03/04/2019,Delhi,Cochin,DEL ? COK,No Info,4729,195,March,early morning,Monday,0
Jet Airways,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14714,1530,January,evening,Sunday,1
IndiGo,15/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,155,May,evening,Wednesday,0
IndiGo,03/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,165,March,night,Wednesday,0
Air India,01/04/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2050,80,January,night,Friday,0
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,8371,705,March,early morning,Wednesday,1
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12192,540,June,late morning,Thursday,1
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14629,770,March,early morning,Thursday,1
IndiGo,09/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,175,September,evening,Wednesday,0
Multiple carriers,09/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14323,375,September,noon,Thursday,1
Jet Airways,09/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,No Info,15129,1390,September,noon,Thursday,2
IndiGo,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6758,860,May,early morning,Saturday,1
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14848,615,May,late morning,Tuesday,1
Air India,03/03/2019,Banglore,New Delhi,BLR ? BOM ? NAG ? DEL,No Info,12358,1670,March,early morning,Sunday,2
Jet Airways,21/05/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,4030,185,May,evening,Tuesday,0
Air India,09/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,4960,150,September,afternoon,Tuesday,0
Air India,27/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,No Info,8656,1595,March,evening,Wednesday,2
IndiGo,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14871,710,June,late morning,Monday,1
GoAir,27/03/2019,Delhi,Cochin,DEL ? AMD ? COK,No Info,4563,440,March,early morning,Wednesday,1
IndiGo,06/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,4784,85,June,night,Monday,0
IndiGo,01/06/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,170,January,night,Sunday,0
Vistara,03/05/2019,Chennai,Kolkata,MAA ? CCU,No Info,3687,135,March,early morning,Tuesday,0
Jet Airways,27/04/2019,Banglore,Delhi,BLR ? DEL,No Info,7229,175,April,afternoon,Saturday,0
Jet Airways,15/04/2019,Banglore,Delhi,BLR ? DEL,No Info,7229,180,April,early morning,Monday,0
Air India,21/04/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,7174,1010,April,early morning,Sunday,1
Air India,21/03/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,No Info,11071,1490,March,early morning,Thursday,2
IndiGo,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6979,965,May,early morning,Wednesday,1
IndiGo,15/05/2019,Chennai,Kolkata,MAA ? CCU,No Info,3850,140,May,early morning,Wednesday,0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,13044,800,December,night,Friday,1
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,12373,450,May,night,Saturday,1
Air India,18/05/2019,Delhi,Cochin,DEL ? UDR ? BOM ? COK,No Info,13801,1100,May,noon,Saturday,2
IndiGo,01/06/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,170,January,late morning,Sunday,0
Air India,09/06/2019,Delhi,Cochin,DEL ? TRV ? COK,No Info,6587,1535,September,early morning,Friday,1
IndiGo,03/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2227,95,March,night,Wednesday,0
Jet Airways,09/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,14151,1285,September,evening,Friday,1
Air India,01/03/2019,Banglore,New Delhi,BLR ? BOM ? BHO ? DEL,No Info,25430,2315,January,late morning,Thursday,2
SpiceJet,27/06/2019,Banglore,Delhi,BLR ? DEL,No check-in baggage included,4319,175,June,night,Thursday,0
Air India,03/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14462,1660,March,early morning,Sunday,1
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,8586,1655,May,early morning,Tuesday,1
Air India,09/06/2019,Kolkata,Banglore,CCU ? GAU ? BLR,No Info,7662,675,September,late morning,Friday,1
Jet Airways,03/05/2019,Mumbai,Hyderabad,BOM ? HYD,In-flight meal not included,4995,85,March,early morning,Tuesday,0
Multiple carriers,09/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7408,720,September,late morning,Friday,1
Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,5678,90,March,night,Friday,0
Jet Airways,09/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,5678,90,September,night,Friday,0
